Organism, OR1/3/7_CODING, OR1/3/7_PSEUDOGENE, OR10_CODING, OR10_PSEUDOGENE, OR11_CODING, OR11_PSEUDOGENE, OR12_CODING, OR12_PSEUDOGENE, OR14_CODING, OR14_PSEUDOGENE, OR2/13_CODING, OR2/13_PSEUDOGENE, OR4_CODING, OR4_PSEUDOGENE, OR5/8/9_CODING, OR5/8/9_PSEUDOGENE, OR51_CODING, OR51_PSEUDOGENE, OR52_CODING, OR52_PSEUDOGENE, OR55_CODING, OR55_PSEUDOGENE, OR56_CODING, OR56_PSEUDOGENE, OR6_CODING, OR6_PSEUDOGENE, TAAR1_PSEUDOGENE, TAAR2_PSEUDOGENE, TAAR3_PSEUDOGENE, TAAR5_PSEUDOGENE, TAAR6_PSEUDOGENE, TAAR7_PSEUDOGENE, TAAR8_PSEUDOGENE, TAAR9_PSEUDOGENE, TAS1R1_CODING, TAS1R1_PSEUDOGENE, TAS1R2_PSEUDOGENE, TAS1R3_PSEUDOGENE, V1R_CODING, V1R_PSEUDOGENE, V2R116_proteinAlignment_CODING, V2R116_proteinAlignment_PSEUDOGENE, V2R1_CODING, V2R1_PSEUDOGENE, V2R26_CODING, V2R26_PSEUDOGENE, _, bird_gammaOR_CODING, bird_gammaOR_PSEUDOGENE, squamate_V2r_CODING, squamate_V2r_PSEUDOGENE
Chologaster_cornuta_GCA_025434125.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 10, 4, 10, 13, 0, 5, 34, 0, 2
Chordeiles_acutipennis_GCA_013399635.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 14, 3, 0, 0, 2, 0, 0, 19, 7, 1, 2, 2, 15, 5, 3, 1, 13, 0, 0, 0, 0, 0, 14, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 173, 117, 0, 0
Chroicocephalus_maculipennis_GCA_013397655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 24, 10, 0, 0, 1, 0, 0, 0, 4, 3, 4, 3, 43, 4, 4, 10, 11, 4, 0, 0, 0, 0, 12, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 3, 0, 0, 20, 12, 0, 0
Chromis_chromis_GCA_900302755.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 9, 5, 36, 8, 0, 4, 24, 0, 3
Chrysemys_picta_bellii_GCA_000241765.5_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 7, 8, 307, 198, 5, 24, 17, 13, 126, 179, 46, 62, 29, 47, 170, 146, 153, 42, 606, 129, 3, 0, 0, 0, 244, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4, 1, 8, 1, 0, 8, 119, 1, 1
Chrysochloris_asiatica_GCA_000296735.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 356, 159, 98, 38, 37, 6, 15, 6, 128, 74, 244, 62, 114, 61, 281, 72, 59, 24, 106, 17, 1, 1, 11, 2, 112, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 9, 2, 3, 1, 0, 3, 2, 0, 2, 15, 0, 0
Chrysocyon_brachyurus_GCA_028533335.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 90, 60, 88, 45, 39, 15, 1, 0, 2, 2, 148, 69, 114, 92, 242, 169, 79, 38, 123, 70, 4, 0, 32, 12, 120, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 2, 4, 1, 1, 0, 0, 0, 0, 7, 0, 0
Chrysolophus_pictus_GCA_003413605.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 13, 0, 0, 0, 1, 0, 0, 1, 1, 0, 6, 7, 17, 5, 3, 1, 7, 3, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 4, 0, 0, 16, 27, 0, 0
Chrysopelea_ornata_GCA_019457695.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 18, 4, 115, 34, 11, 2, 19, 0, 10, 14, 93, 33, 18, 10, 112, 29, 9, 2, 31, 2, 2, 3, 0, 0, 101, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 27, 132, 4, 1, 576, 562, 0, 84, 41, 1081, 672
Chunga_burmeisteri_GCA_013396505.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 9, 8, 0, 0, 1, 0, 0, 0, 1, 4, 2, 1, 22, 7, 3, 2, 14, 2, 0, 0, 0, 0, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 2, 1, 0, 6, 6, 0, 0
Ciccaba_nigrolineata_GCA_013396715.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 9, 5, 0, 0, 1, 0, 0, 2, 4, 3, 2, 3, 21, 7, 6, 8, 13, 2, 0, 0, 0, 0, 17, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 2, 0, 0, 11, 42, 0, 0
Cichladusa_arquata_GCA_026413545.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 8, 0, 0, 2, 1, 9, 1, 1, 0, 2, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 6, 31, 0, 0
Cicinnurus_regius_GCA_003713305.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 10, 4, 0, 0, 0, 1, 0, 20, 1, 1, 2, 1, 18, 2, 3, 0, 7, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 14, 57, 0, 0
Ciconia_boyciana_GCA_025727675.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 17, 13, 0, 2, 0, 0, 0, 2, 5, 3, 6, 13, 23, 11, 7, 11, 11, 4, 0, 0, 0, 0, 8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 69, 64, 0, 0
Ciconia_maguari_GCA_017639555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 10, 18, 0, 1, 1, 1, 1, 4, 8, 1, 5, 15, 19, 13, 5, 9, 9, 6, 0, 0, 0, 0, 8, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 100, 91, 0, 0
Ciconia_stormi_GCA_025727695.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 12, 19, 0, 3, 1, 1, 0, 0, 4, 1, 3, 14, 18, 10, 8, 11, 11, 6, 0, 0, 0, 0, 10, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 2, 0, 0, 56, 80, 0, 0
Cinclus_mexicanus_GCA_013399935.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 4, 0, 2, 1, 3, 9, 0, 2, 3, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 5, 33, 0, 0
Circaetus_pectoralis_GCA_013399555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 11, 7, 0, 1, 0, 1, 0, 0, 2, 2, 4, 8, 18, 8, 6, 8, 12, 3, 0, 0, 0, 0, 9, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2, 1, 0, 27, 23, 0, 0
Circus_maillardi_GCA_025727875.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 8, 0, 0, 0, 2, 0, 3, 2, 0, 0, 5, 13, 8, 5, 1, 9, 6, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 3, 38, 0, 0
Cirrhinus_cirrhosus_GCA_019207145.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 25, 14, 37, 45, 139, 36, 0, 62, 133, 1, 5
Cirrhinus_molitorella_GCA_004028445.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 11, 34, 27, 107, 21, 0, 48, 45, 2, 6
Cisticola_juncidis_GCA_013400215.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 2, 0, 0, 0, 0, 0, 18, 0, 1, 2, 1, 2, 2, 1, 1, 1, 3, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 2, 0, 0, 1, 25, 0, 0
Clarias_batrachus_GCA_003987875.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 7, 4, 49, 11, 233, 13, 0, 36, 32, 0, 2
Clarias_fuscus_GCA_023065575.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 12, 6, 15, 32, 21, 85, 72, 0, 27, 99, 0, 4
Clarias_gariepinus_GCA_024256425.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 11, 1, 46, 8, 227, 3, 0, 41, 16, 0, 3
Clarias_macrocephalus_GCA_011419295.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 9, 3, 46, 11, 227, 21, 0, 42, 27, 2, 1
Clarias_magur_GCA_013621035.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 12, 1, 52, 10, 230, 4, 0, 50, 35, 1, 3
Climacteris_rufus_GCA_013398175.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 1, 0, 0, 0, 0, 0, 3, 0, 2, 1, 4, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 2, 0, 0, 1, 14, 0, 0
Clinocottus_analis_GCA_023055335.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 4, 10, 82, 6, 0, 9, 19, 1, 5
Clupea_harengus_GCA_900700415.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 8, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 0, 17, 8, 60, 3, 0, 17, 23, 1, 0
Cnemophilus_loriae_GCA_013397755.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 5, 0, 0, 0, 0, 0, 8, 2, 1, 3, 0, 3, 5, 2, 1, 5, 0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 2, 14, 0, 0
Cochlearius_cochlearius_GCA_013396365.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 5, 6, 0, 0, 0, 1, 0, 2, 5, 1, 8, 4, 21, 2, 2, 9, 9, 6, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 196, 87, 0, 0
Coendou_prehensilis_GCA_028534165.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 212, 153, 84, 122, 36, 42, 3, 0, 25, 44, 166, 277, 99, 184, 320, 355, 54, 84, 86, 86, 4, 0, 6, 14, 74, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 54, 126, 24, 36, 2, 2, 1, 6, 0, 1, 16, 0, 0
Coilia_nasus_GCA_027475355.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 14, 6, 44, 8, 0, 8, 18, 0, 1
Colaptes_auratus_GCA_015227895.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 2, 5, 14, 0, 1, 1, 2, 24, 396, 2, 5, 2, 2, 10, 5, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 3, 1, 0, 3, 0, 0, 2441, 1337, 0, 0
Colinus_virginianus_GCA_008692595.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 1, 0, 0, 0, 1, 0, 2, 1, 2, 0, 1, 11, 1, 2, 1, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 0, 0, 4, 9, 0, 0
Colistium_nudipinnis_GCA_016785305.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5, 3, 26, 3, 0, 2, 24, 1, 2
Colius_striatus_GCA_000690715.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 5, 0, 0, 0, 0, 0, 0, 3, 0, 2, 3, 5, 2, 2, 3, 0, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 2, 0, 0, 9, 12, 0, 0
Collichthys_lucidus_GCA_004119915.2_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 18, 9, 103, 20, 0, 8, 47, 2, 11
Colobus_angolensis_palliatus_GCA_000951035.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 44, 24, 40, 31, 20, 9, 1, 0, 2, 5, 72, 70, 28, 26, 67, 40, 20, 27, 24, 21, 0, 2, 5, 6, 45, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 28, 0, 6, 1, 3, 3, 1, 0, 0, 8, 0, 0
Colobus_guereza_GCA_021498455.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 43, 28, 38, 35, 16, 12, 1, 3, 3, 6, 68, 80, 35, 24, 69, 43, 12, 20, 22, 21, 0, 2, 4, 4, 37, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 31, 0, 6, 1, 4, 4, 2, 0, 0, 10, 0, 0
Coloeus_monedula_GCA_013407035.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 2, 0, 0, 0, 0, 0, 2, 0, 1, 3, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 2, 13, 0, 0
Colossoma_macropomum_GCA_904425465.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 15, 8, 55, 34, 339, 26, 0, 87, 62, 2, 6
Columba_janthina_nitens_GCA_014362705.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 7, 5, 1, 0, 6, 0, 0, 3, 0, 2, 1, 2, 20, 8, 5, 0, 9, 0, 0, 0, 0, 0, 3, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 38, 52, 0, 0
Columba_livia_GCA_000337935.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 10, 4, 1, 0, 5, 3, 0, 8, 1, 2, 1, 2, 19, 9, 5, 0, 9, 1, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 0, 62, 103, 0, 0
Columbina_picui_GCA_013397635.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 7, 3, 1, 0, 0, 0, 0, 4, 2, 1, 2, 0, 21, 2, 3, 2, 9, 4, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 0, 2, 0, 0, 36, 52, 0, 0
Condylura_cristata_GCA_000260355.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 127, 23, 95, 19, 29, 3, 6, 2, 29, 20, 121, 51, 130, 48, 196, 30, 52, 12, 58, 7, 0, 1, 7, 0, 75, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 2, 1, 1, 0, 3, 1, 0, 1, 4, 0, 0
Connochaetes_taurinus_GCA_006408615.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 225, 83, 141, 76, 45, 8, 10, 10, 3, 4, 200, 91, 117, 122, 300, 208, 75, 25, 135, 28, 3, 0, 18, 12, 95, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 19, 2, 14, 1, 3, 1, 1, 0, 1, 10, 0, 0
Copsychus_sechellarum_GCA_013398635.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 3, 0, 0, 0, 0, 0, 0, 10, 2, 0, 2, 1, 6, 4, 1, 1, 1, 1, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 0, 1, 0, 44, 52, 0, 0
Coptodon_bakossiorum_GCA_015106655.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 6, 12, 79, 21, 0, 7, 99, 1, 10
Coptodon_rendalli_GCA_015108555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 5, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 4, 4, 4, 13, 62, 17, 0, 5, 88, 1, 6
Corapipo_altera_GCA_003945725.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 8, 6, 0, 0, 1, 0, 2, 24, 0, 3, 4, 4, 22, 1, 2, 1, 2, 2, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 253, 99, 0, 0
Coregonus_clupeaformis_GCA_020615455.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 13, 7, 8, 43, 23, 0, 22, 90, 1, 4
Coregonus_lavaretus_GCA_905477555.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Coreoperca_whiteheadi_GCA_011952105.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 6, 8, 2, 35, 8, 0, 5, 31, 0, 6
Corvus_brachyrhynchos_GCA_000691975.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 1, 4, 8, 0, 0, 0, 0, 1, 3, 0, 1, 2, 1, 6, 7, 3, 0, 5, 1, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 3, 13, 0, 0
Corvus_cornix_cornix_GCA_000738735.5_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 6, 0, 0, 0, 0, 0, 1, 0, 1, 1, 2, 10, 4, 3, 0, 3, 3, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 1, 0, 1, 1, 0, 8, 4, 0, 0
Corvus_hawaiiensis_GCA_020740725.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 6, 0, 0, 0, 0, 0, 2, 2, 1, 2, 1, 11, 2, 3, 0, 5, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 54, 27, 0, 0
Corvus_kubaryi_GCA_017639235.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 6, 3, 0, 0, 0, 0, 0, 3, 0, 1, 2, 1, 10, 2, 4, 0, 3, 0, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 11, 16, 0, 0
Corvus_macrorhynchos_GCA_014363025.1_genomic_chemo.tblastn.merged.chemo.output.gff3.name.fasta.ORs.ORs.clean.fasta, 0, 0, 4, 4, 0, 0, 0, 0, 0, 2, 2, 1, 2, 1, 8, 2, 3, 0, 4, 1, 0, 0, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0
